user_id,exercise_id,is_correct,mastery_score,iteration,simulated_profile
5,1,False,0.0,1,novato
5,6,False,0.0,2,novato
5,11,False,0.0,3,novato
5,16,False,0.0,4,novato
5,21,False,0.0,5,novato
5,26,False,0.0,6,novato
5,31,False,0.0,7,novato
5,36,False,0.0,8,novato
5,41,False,0.0,9,novato
5,46,False,0.0,10,novato
5,1,True,0.04400000000000001,11,novato
5,6,False,0.0,12,novato
5,11,True,0.066,13,novato
5,16,True,0.077,14,novato
5,21,False,0.0,15,novato
5,26,False,0.0,16,novato
5,31,True,0.22000000000000003,17,novato
5,36,False,0.0,18,novato
5,41,False,0.0,19,novato
5,46,True,0.19800000000000004,20,novato
5,6,False,0.0,21,novato
5,21,False,0.0,22,novato
5,26,False,0.0,23,novato
5,36,True,0.154,24,novato
5,41,False,0.0,25,novato
5,6,False,0.0,26,novato
5,21,True,0.17600000000000005,27,novato
5,26,True,0.19800000000000004,28,novato
5,41,False,0.0,29,novato
5,6,False,0.0,30,novato
5,41,False,0.0,31,novato
5,6,False,0.0,32,novato
5,41,False,0.0,33,novato
5,6,False,0.0,34,novato
5,41,False,0.0,35,novato
5,6,False,0.0,36,novato
5,41,False,0.0,37,novato
5,6,False,0.0,38,novato
5,41,False,0.0,39,novato
5,6,False,0.0,40,novato
5,41,False,0.0,41,novato
5,6,True,0.04400000000000001,42,novato
5,41,True,0.17600000000000005,43,novato
5,1,True,0.08606400000000003,44,novato
5,6,True,0.08606400000000003,45,novato
5,11,True,0.127644,46,novato
5,16,True,0.148071,47,novato
5,1,True,0.12627718400000004,48,novato
5,6,False,0.08227718400000003,49,novato
5,6,False,0.07865698790400003,50,novato
6,1,False,0.0,1,intermedio
6,6,False,0.0,2,intermedio
6,11,False,0.0,3,intermedio
6,16,False,0.0,4,intermedio
6,21,False,0.0,5,intermedio
6,26,False,0.0,6,intermedio
6,31,False,0.0,7,intermedio
6,36,False,0.0,8,intermedio
6,41,False,0.0,9,intermedio
6,46,False,0.0,10,intermedio
6,1,False,0.0,11,intermedio
6,6,False,0.0,12,intermedio
6,11,True,0.066,13,intermedio
6,16,False,0.0,14,intermedio
6,21,False,0.0,15,intermedio
6,26,False,0.0,16,intermedio
6,31,True,0.22000000000000003,17,intermedio
6,36,True,0.154,18,intermedio
6,41,True,0.17600000000000005,19,intermedio
6,46,True,0.19800000000000004,20,intermedio
6,1,True,0.04400000000000001,21,intermedio
6,6,False,0.0,22,intermedio
6,16,False,0.0,23,intermedio
6,21,True,0.17600000000000005,24,intermedio
6,26,False,0.0,25,intermedio
6,6,True,0.04400000000000001,26,intermedio
6,16,False,0.0,27,intermedio
6,26,True,0.19800000000000004,28,intermedio
6,16,True,0.077,29,intermedio
6,1,True,0.08606400000000003,30,intermedio
6,6,True,0.08606400000000003,31,intermedio
6,11,True,0.127644,32,intermedio
6,16,True,0.148071,33,intermedio
6,1,False,0.08227718400000003,34,intermedio
6,1,True,0.12265698790400004,35,intermedio
6,6,True,0.12627718400000004,36,intermedio
6,2,False,0.11591085356928003,37,intermedio
6,2,True,0.16453575662296965,38,intermedio
6,7,False,0.11933193888000004,39,intermedio
6,7,True,0.16776868224160005,40,intermedio
6,11,True,0.185219496,41,intermedio
6,16,False,0.136669533,42,intermedio
6,16,False,0.126145978959,43,intermedio
6,16,True,0.193432738579157,44,intermedio
6,36,True,0.284284,45,intermedio
6,2,True,0.21048629000870633,46,intermedio
6,7,False,0.15854140471831205,47,intermedio
6,7,True,0.2048216274588049,48,intermedio
6,41,False,0.14502400000000004,49,intermedio
6,41,False,0.11949977600000003,50,intermedio
7,1,False,0.0,1,experto
7,6,False,0.0,2,experto
7,11,False,0.0,3,experto
7,16,False,0.0,4,experto
7,21,False,0.0,5,experto
7,26,False,0.0,6,experto
7,31,False,0.0,7,experto
7,36,False,0.0,8,experto
7,41,False,0.0,9,experto
7,46,False,0.0,10,experto
7,1,False,0.0,11,experto
7,6,True,0.04400000000000001,12,experto
7,11,True,0.066,13,experto
7,16,True,0.077,14,experto
7,21,False,0.0,15,experto
7,26,False,0.0,16,experto
7,31,True,0.22000000000000003,17,experto
7,36,True,0.154,18,experto
7,41,True,0.17600000000000005,19,experto
7,46,True,0.19800000000000004,20,experto
7,1,True,0.04400000000000001,21,experto
7,21,True,0.17600000000000005,22,experto
7,26,True,0.19800000000000004,23,experto
7,6,True,0.08606400000000003,24,experto
7,1,True,0.08606400000000003,25,experto
7,11,True,0.127644,26,experto
7,16,True,0.148071,27,experto
7,6,False,0.08227718400000003,28,experto
7,6,False,0.07865698790400003,29,experto
7,6,True,0.11919608043622404,30,experto
7,1,True,0.12627718400000004,31,experto
7,7,False,0.11264029601223172,32,experto
7,7,False,0.10644507973155898,33,experto
7,7,False,0.10059060034632324,34,experto
7,7,True,0.15005811732727548,35,experto
7,2,False,0.11933193888000004,36,experto
7,2,True,0.16776868224160005,37,experto
7,11,True,0.185219496,38,experto
7,16,True,0.21366953300000002,39,experto
7,7,True,0.1968049208742753,40,experto
7,36,True,0.284284,41,experto
7,2,True,0.21354140471831207,42,experto
7,41,True,0.3210240000000001,43,experto
7,21,False,0.14502400000000004,44,experto
7,21,True,0.2954997760000001,45,experto
7,11,True,0.23899500926400002,46,experto
7,7,True,0.2409806502261902,47,experto
7,46,True,0.35679600000000006,48,experto
7,26,True,0.35679600000000006,49,experto
7,3,False,0.19709871655500205,50,experto
